SLU Score,Opponent Score,Set,Opponent,Year,Server,Play Comment,,
17,15,3,Union,2015,UC15,[Lauren Gibson] Kill by Cristina Deschaine (from Katie Kull).,,
18,15,3,Union,2015,SLU15,[Mariah Dignan] Kill by Lauren Woods (from Amanda Price).,,
19,15,3,Union,2015,UC15,[Katherine Moeller] Attack error by Rachel Pineda.,,
19,16,3,Union,2015,UC15,[Katherine Moeller] Kill by Maddy Ruehl (from Katie Kull).,,
19,17,3,Union,2015,SLU15,[Katie Kull] Kill by Maddy Ruehl.,,
19,18,3,Union,2015,SLU15,[Katie Kull] Attack error by Morgan Clark (block by Maddy Ruehl; Lexi Brown).,,
20,18,3,Union,2015,SLU15,[Katie Kull] Kill by Ally VanDoren (from Amanda Price).,,
20,19,3,Union,2015,UC15,[Amanda Price] Service error.,,
20,20,3,Union,2015,SLU15,[Marisa Turner] Service ace (Ally VanDoren).,,
20,21,3,Union,2015,SLU15,[Marisa Turner] Kill by Lexi Brown (from Katie Kull).,,
20,22,3,Union,2015,SLU15,[Marisa Turner] Kill by Lexi Brown (from Mariah Dignan).,,
20,23,3,Union,2015,SLU15,[Marisa Turner] Attack error by Rachel Wyman.,,
20,24,3,Union,2015,SLU15,[Marisa Turner] Attack error by Ally VanDoren.,,
21,24,3,Union,2015,SLU15,[Marisa Turner] Service error.,,
21,25,3,Union,2015,UC15,[Ally VanDoren] Kill by Masha Kolesnikova (from Katie Kull).,,
1,0,4,Union,2015,SLU15,[Katie Kull] Attack error by Maddy Ruehl.,,
1,1,4,Union,2015,UC15,[Ally VanDoren] Attack error by Rachel Wyman (block by Maddy Ruehl; Lexi Brown).,,
2,1,4,Union,2015,SLU15,[Marisa Turner] Kill by Rachel Wyman (from Amanda Price).,,
2,2,4,Union,2015,UC15,[Morgan Clark] Kill by Masha Kolesnikova (from Katie Kull).,,
3,2,4,Union,2015,SLU15,[Maddy Ruehl] Kill by Lauren Woods (from Amanda Price).,,
3,3,4,Union,2015,UC15,[Alyssa Bonesteel] Kill by Lexi Brown (from Katie Kull).,,
4,3,4,Union,2015,SLU15,[Lexi Brown] Kill by Kelley White (from Amanda Price).,,
5,3,4,Union,2015,UC15,[Kelley White] Kill by Ally VanDoren (from Amanda Price).,,
5,4,4,Union,2015,UC15,[Kelley White] Service error.,,
6,4,4,Union,2015,SLU15,[Masha Kolesnikova] Service error.,,
6,5,4,Union,2015,UC15,[Katherine Moeller] Kill by Katie Kull.,,
7,5,4,Union,2015,SLU15,[Mariah Dignan] Kill by Ally VanDoren (from Amanda Price).,,
7,6,4,Union,2015,UC15,[Amanda Price] Kill by Maddy Ruehl (from Katie Kull).,,
8,6,4,Union,2015,SLU15,[Katie Kull] Service error.,,
8,7,4,Union,2015,UC15,[Ally VanDoren] Kill by Marisa Turner (from Katie Kull).,,
8,8,4,Union,2015,SLU15,[Marisa Turner] Ball handling error by Amanda Price.,,
9,8,4,Union,2015,SLU15,[Marisa Turner] Kill by Rachel Wyman (from Amanda Price).,,
9,9,4,Union,2015,UC15,[Morgan Clark] Kill by Lexi Brown (from Mariah Dignan).,,
9,10,4,Union,2015,SLU15,[Maddy Ruehl] Service ace (Lauren Woods).,,
9,11,4,Union,2015,SLU15,[Maddy Ruehl] Attack error by Rachel Wyman.,,
10,11,4,Union,2015,SLU15,[Maddy Ruehl] Service error.,,
11,11,4,Union,2015,UC15,[Alyssa Bonesteel] Attack error by Lexi Brown (block by Lauren Woods; Kelley White).,,
11,12,4,Union,2015,UC15,[Alyssa Bonesteel] Service error.,,
11,13,4,Union,2015,SLU15,[Lexi Brown] Kill by Cristina Deschaine.,,
12,13,4,Union,2015,SLU15,[Lexi Brown] Kill by Kelley White (from Amanda Price).,,
13,13,4,Union,2015,UC15,[Katherine Moeller] Attack error by Cristina Deschaine (block by Ally VanDoren).,,
14,13,4,Union,2015,SLU15,[Masha Kolesnikova] Service error.,,
14,14,4,Union,2015,UC15,[Katherine Moeller] Kill by Cristina Deschaine (from Katie Kull).,,
15,14,4,Union,2015,SLU15,[Mariah Dignan] Attack error by Marisa Turner.,,
15,15,4,Union,2015,UC15,[Amanda Price] Kill by Marisa Turner (from Katie Kull).,,
16,15,4,Union,2015,SLU15,[Katie Kull] Kill by Rachel Wyman (from Lauren Gibson).,,
16,16,4,Union,2015,UC15,[Ally VanDoren] Attack error by Morgan Clark.,,
16,17,4,Union,2015,SLU15,[Marisa Turner] Attack error by Rachel Wyman (block by Masha Kolesnikova; Maddy Ruehl).,,
17,17,4,Union,2015,SLU15,[Marisa Turner] Kill by Rachel Wyman (from Amanda Price).,,
18,17,4,Union,2015,UC15,[Morgan Clark] Bad set by Katie Kull.,,
18,18,4,Union,2015,UC15,[Morgan Clark] Kill by Masha Kolesnikova (from Katie Kull).,,
19,18,4,Union,2015,SLU15,[Maddy Ruehl] Kill by Lauren Woods (from Amanda Price).,,
19,19,4,Union,2015,UC15,[Alyssa Bonesteel] Service error.,,
20,19,4,Union,2015,SLU15,[Lexi Brown] Service error.,,
20,20,4,Union,2015,UC15,[Kelley White] Service error.,,
20,21,4,Union,2015,SLU15,[Masha Kolesnikova] Attack error by Lauren Woods.,,
21,21,4,Union,2015,SLU15,[Masha Kolesnikova] Kill by Lauren Woods (from Amanda Price).,,
21,22,4,Union,2015,UC15,[Katherine Moeller] Kill by Cristina Deschaine (from Katie Kull).,,
22,22,4,Union,2015,SLU15,[Mariah Dignan] Attack error by Marisa Turner (block by Amanda Price; Morgan Clark).,,
22,23,4,Union,2015,UC15,[Amanda Price] Kill by Maddy Ruehl (from Katie Kull).,,
22,24,4,Union,2015,SLU15,[Katie Kull] Attack error by Morgan Clark (block by Maddy Ruehl; Lexi Brown).,,
1,0,5,Union,2015,UC15,[Amanda Price] Attack error by Lexi Brown (block by Lauren Woods).,,
1,1,5,Union,2015,UC15,[Amanda Price] Attack error by Katherine Moeller.,,
1,2,5,Union,2015,SLU15,[Marisa Turner] Service ace (Ally VanDoren).,,
2,2,5,Union,2015,SLU15,[Marisa Turner] Bad set by Katie Kull.,,
3,2,5,Union,2015,UC15,[Ally VanDoren] Kill by Rachel Wyman (from Katherine Moeller).,,
4,2,5,Union,2015,UC15,[Ally VanDoren] Kill by Kelley White (from Amanda Price).,,
4,3,5,Union,2015,UC15,[Ally VanDoren] Kill by Lexi Brown (from Katie Kull).,,
5,3,5,Union,2015,SLU15,[Maddy Ruehl] Kill by Kelley White (from Katherine Moeller).,,
5,4,5,Union,2015,UC15,[Lauren Woods] Attack error by Rachel Wyman.,,
6,4,5,Union,2015,SLU15,[Lexi Brown] Service error.,,
6,5,5,Union,2015,UC15,[Alyssa Bonesteel] Kill by Masha Kolesnikova (from Katie Kull).,,
6,6,5,Union,2015,SLU15,[Masha Kolesnikova] Kill by Marisa Turner (from Katie Kull).,,
7,6,5,Union,2015,SLU15,[Masha Kolesnikova] Kill by Kelley White (from Amanda Price).,,
8,6,5,Union,2015,UC15,[Lauren Gibson] Attack error by Katie Kull (block by Morgan Clark; Ally VanDoren).,,
9,6,5,Union,2015,UC15,[Lauren Gibson] Kill by Morgan Clark (from Amanda Price).,,
9,7,5,Union,2015,UC15,[Lauren Gibson] Attack error by Ally VanDoren.,,
9,8,5,Union,2015,SLU15,[Mariah Dignan] Attack error by Ally VanDoren (block by Katie Kull).,,
10,8,5,Union,2015,SLU15,[Mariah Dignan] Kill by Morgan Clark.,,
10,9,5,Union,2015,UC15,[Katherine Moeller] Attack error by Alyssa Bonesteel.,,
11,9,5,Union,2015,SLU15,[Katie Kull] Service error.,,
11,10,5,Union,2015,UC15,[Amanda Price] Kill by Marisa Turner (from Katie Kull).,,
12,10,5,Union,2015,SLU15,[Marisa Turner] Kill by Rachel Wyman (from Amanda Price).,,
12,11,5,Union,2015,UC15,[Ally VanDoren] Kill by Maddy Ruehl (from Katie Kull).,,
12,12,5,Union,2015,SLU15,[Maddy Ruehl] Attack error by Kelley White (block by Cristina Deschaine; Lexi Brown).,,
13,12,5,Union,2015,SLU15,[Maddy Ruehl] Service error.,,
14,12,5,Union,2015,UC15,[Lauren Woods] Service ace (Alexandra Good).,,
14,13,5,Union,2015,UC15,[Lauren Woods] Bad set by Lauren Woods.,,
15,13,5,Union,2015,SLU15,[Rachel Pineda] Service error.,,
1,0,1,Bard,2015,SLU15,[Katie Kull] Kill by Marisa Turner (from Katie Kull).,,
1,1,1,Bard,2015,SLU15,[Katie Kull] Attack error by Marisa Turner.,,
1,2,1,Bard,2015,BARD,[Tytravia Riley] Service ace (Marisa Turner).,,
2,2,1,Bard,2015,BARD,[Tytravia Riley] Service error.,,
2,3,1,Bard,2015,SLU15,[Marisa Turner] Service ace ().,,
3,3,1,Bard,2015,BARD,[Kristen Westerduin] Attack error by Sofia Koukia.,,
4,3,1,Bard,2015,SLU15,[Marisa Turner] Kill by Masha Kolesnikova (from Katie Kull).,,
5,3,1,Bard,2015,SLU15,[Marisa Turner] Service ace (Sofia Koukia).,,
5,4,1,Bard,2015,SLU15,[Marisa Turner] Service error.,,
6,4,1,Bard,2015,BARD,[Zoe Morgan-Weinman] Kill by Lexi Brown (from Katie Kull).,,
7,4,1,Bard,2015,SLU15,[Maddy Ruehl] Kill by Cristina Deschaine (from Katie Kull).,,
7,5,1,Bard,2015,SLU15,[Maddy Ruehl] Kill by Alexis Akingbade (from Victoria Chou).,,
8,5,1,Bard,2015,BARD,[Alexis Akingbade] Kill by Masha Kolesnikova (from Katie Kull).,,
9,5,1,Bard,2015,SLU15,[Lexi Brown] Attack error by Julia Berry.,,
10,5,1,Bard,2015,SLU15,[Lexi Brown] Kill by Cristina Deschaine (from Katie Kull).,,
10,6,1,Bard,2015,SLU15,[Lexi Brown] Service error.,,
11,6,1,Bard,2015,BARD,[Victoria Chou] Kill by Cristina Deschaine (from Katie Kull).,,
11,7,1,Bard,2015,SLU15,[Masha Kolesnikova] Attack error by Katie Kull.,,
12,7,1,Bard,2015,BARD,[Sofia Koukia] Kill by Cristina Deschaine (from Katie Kull).,,
12,8,1,Bard,2015,SLU15,[Mariah Dignan] Service error.,,
13,8,1,Bard,2015,BARD,[Philippine Alba] Attack error by Tytravia Riley.,,
14,8,1,Bard,2015,SLU15,[Katie Kull] Kill by Marisa Turner (from Katie Kull).,,
15,8,1,Bard,2015,BARD,[Alexis Akingbade] Service error.,,
15,9,1,Bard,2015,BARD,[Tytravia Riley] Service ace (Marisa Turner).,,
16,9,1,Bard,2015,BARD,[Tytravia Riley] Service error.,,
16,10,1,Bard,2015,BARD,[Kristen Westerduin] Kill by Daniella Azulai (from Alexis Akingbade).,,
16,11,1,Bard,2015,SLU15,[Marisa Turner] Kill by Victoria Chou (from Philippine Alba).,,
17,11,1,Bard,2015,BARD,[Zoe Morgan-Weinman] Kill by Lexi Brown (from Katie Kull).,,
18,11,1,Bard,2015,SLU15,[Maddy Ruehl] Bad set by Victoria Chou.,,
19,11,1,Bard,2015,SLU15,[Maddy Ruehl] Bad set by Julia Berry.,,
19,12,1,Bard,2015,SLU15,[Maddy Ruehl] Attack error by Masha Kolesnikova.,,
20,12,1,Bard,2015,BARD,[Alexis Akingbade] Kill by Masha Kolesnikova (from Katie Kull).,,
20,13,1,Bard,2015,SLU15,[Lexi Brown] Service error.,,
21,13,1,Bard,2015,SLU15,[Masha Kolesnikova] Kill by Marisa Turner (from Katie Kull).,,
22,13,1,Bard,2015,SLU15,[Masha Kolesnikova] Kill by Cristina Deschaine (from Katie Kull).,,
23,13,1,Bard,2015,SLU15,[Masha Kolesnikova] Kill by Cristina Deschaine (from Katie Kull).,,
1,0,2,Bard,2015,BARD,[Philippine Alba] Kill by Maddy Ruehl (from Katie Kull).,,
2,0,2,Bard,2015,SLU15,[Alexandra Good] Kill by Kelly Dillon (from Katie Kull).,,
3,0,2,Bard,2015,SLU15,[Alexandra Good] Service ace (Philippine Alba).,,
3,1,2,Bard,2015,SLU15,[Alexandra Good] Attack error by Marisa Turner.,,
3,2,2,Bard,2015,BARD,[Victoria Chou] Attack error by Maddy Ruehl (block by Zoe Morgan-Weinman; Sofia Koukia).,,
4,2,2,Bard,2015,BARD,[Victoria Chou] Kill by Kelly Dillon.,,
4,3,2,Bard,2015,SLU15,[Maddy Ruehl] Kill by Sofia Koukia (from Victoria Chou).,,
4,4,2,Bard,2015,BARD,[Sofia Koukia] Bad set by Alexandra Good.,,
4,5,2,Bard,2015,BARD,[Sofia Koukia] Service ace (Alexandra Good).,,
4,6,2,Bard,2015,BARD,[Sofia Koukia] Service ace (Alexandra Good).,,
4,7,2,Bard,2015,BARD,[Sofia Koukia] Attack error by Marisa Turner.,,
4,8,2,Bard,2015,BARD,[Sofia Koukia] Attack error by Cristina Deschaine.,,
4,9,2,Bard,2015,BARD,[Sofia Koukia] Service ace (Alexandra Good).,,
4,10,2,Bard,2015,BARD,[Sofia Koukia] Attack error by Cristina Deschaine.,,
4,11,2,Bard,2015,BARD,[Sofia Koukia] Kill by Tytravia Riley (from Victoria Chou).,,
4,12,2,Bard,2015,BARD,[Sofia Koukia] Attack error by Cristina Deschaine.,,
4,13,2,Bard,2015,BARD,[Sofia Koukia] Service ace (Masha Kolesnikova).,,
5,13,2,Bard,2015,BARD,[Sofia Koukia] Service error.,,
5,14,2,Bard,2015,SLU15,[Kelly Dillon] Service error.,,
6,14,2,Bard,2015,BARD,[Zoe Morgan-Weinman] Kill by Cristina Deschaine (from Katie Kull).,,
7,14,2,Bard,2015,SLU15,[Masha Kolesnikova] Kill by Katie Kull (from Cristina Deschaine).,,
8,14,2,Bard,2015,SLU15,[Masha Kolesnikova] Bad set by Victoria Chou.,,
9,14,2,Bard,2015,SLU15,[Masha Kolesnikova] Attack error by Kristen Westerduin.,,
9,15,2,Bard,2015,SLU15,[Masha Kolesnikova] Service error.,,
9,16,2,Bard,2015,BARD,[Tytravia Riley] Service ace (Grace Kelly).,,
10,16,2,Bard,2015,BARD,[Kaylynn Tran] Service error.,,
10,17,2,Bard,2015,SLU15,[Rachel Pineda] Attack error by Maddy Ruehl.,,
11,17,2,Bard,2015,BARD,[Julia Berry] Service error.,,
11,18,2,Bard,2015,SLU15,[Katie Kull] Kill by Kaylynn Tran (from Philippine Alba).,,
11,19,2,Bard,2015,BARD,[Philippine Alba] Kill by Victoria Chou.,,
11,20,2,Bard,2015,BARD,[Philippine Alba] Attack error by Katie Kull.,,
12,20,2,Bard,2015,BARD,[Philippine Alba] Attack error by Sofia Koukia (block by Maddy Ruehl; Kelly Dillon).,,
13,20,2,Bard,2015,SLU15,[Alexandra Good] Service ace (Julia Berry).,,
14,20,2,Bard,2015,SLU15,[Alexandra Good] Kill by Maddy Ruehl.,,
15,20,2,Bard,2015,SLU15,[Alexandra Good] Attack error by Victoria Chou.,,
15,21,2,Bard,2015,SLU15,[Alexandra Good] Attack error by Kelly Dillon.,,
16,21,2,Bard,2015,BARD,[Victoria Chou] Kill by Masha Kolesnikova.,,
17,21,2,Bard,2015,SLU15,[Maddy Ruehl] Kill by Masha Kolesnikova (from Katie Kull).,,
17,22,2,Bard,2015,SLU15,[Maddy Ruehl] Kill by Sofia Koukia (from Victoria Chou).,,
18,22,2,Bard,2015,BARD,[Sofia Koukia] Attack error by Zoe Morgan-Weinman.,,
19,22,2,Bard,2015,SLU15,[Kelly Dillon] Service ace (Kristen Westerduin).,,
20,22,2,Bard,2015,SLU15,[Kelly Dillon] Attack error by Kristen Westerduin (block by Cristina Deschaine; Katie Kull).,,
21,22,2,Bard,2015,SLU15,[Kelly Dillon] Ball handling error by Victoria Chou.,,
21,23,2,Bard,2015,SLU15,[Kelly Dillon] Attack error by Cristina Deschaine.,,
21,24,2,Bard,2015,BARD,[Zoe Morgan-Weinman] Attack error by Mariah Dignan (block by Alexis Akingbade).,,
21,25,2,Bard,2015,BARD,[Zoe Morgan-Weinman] Attack error by Masha Kolesnikova.,,
1,0,3,Bard,2015,SLU15,[Katie Kull] Kill by Lexi Brown (from Mariah Dignan).,,
1,1,3,Bard,2015,SLU15,[Katie Kull] Kill by Sofia Koukia (from Victoria Chou).,,
1,2,3,Bard,2015,BARD,[Victoria Chou] Service ace (Masha Kolesnikova).,,
1,3,3,Bard,2015,BARD,[Victoria Chou] Attack error by Lexi Brown (block by Zoe Morgan-Weinman; Tytravia Riley).,,
1,4,3,Bard,2015,BARD,[Victoria Chou] Kill by Tytravia Riley.,,
1,5,3,Bard,2015,BARD,[Victoria Chou] Attack error by Lexi Brown.,,
1,6,3,Bard,2015,BARD,[Victoria Chou] Attack error by Lexi Brown.,,
2,6,3,Bard,2015,BARD,[Victoria Chou] Service error.,,
3,6,3,Bard,2015,SLU15,[Marisa Turner] Attack error by Tytravia Riley.,,
4,6,3,Bard,2015,SLU15,[Marisa Turner] Attack error by Sofia Koukia.,,
5,6,3,Bard,2015,SLU15,[Marisa Turner] Kill by Maddy Ruehl (from Lexi Brown).,,
5,7,3,Bard,2015,SLU15,[Marisa Turner] Service error.,,
5,8,3,Bard,2015,SLU15,,,
6,8,3,Bard,2015,BARD,[Sofia Koukia] Attack error by Tytravia Riley.,,
7,8,3,Bard,2015,SLU15,[Maddy Ruehl] Kill by Marisa Turner (from Cristina Deschaine).,,
8,8,3,Bard,2015,SLU15,[Maddy Ruehl] Attack error by Kristen Westerduin.,,
9,8,3,Bard,2015,SLU15,[Maddy Ruehl] Kill by Katie Kull (from Alexandra Good).,,
10,8,3,Bard,2015,SLU15,[Maddy Ruehl] Attack error by Tytravia Riley (block by Cristina Deschaine; Masha Kolesnikova).,,
11,8,3,Bard,2015,SLU15,[Maddy Ruehl] Attack error by Philippine Alba.,,
12,8,3,Bard,2015,SLU15,[Maddy Ruehl] Ball handling error by Victoria Chou.,,
12,9,3,Bard,2015,SLU15,[Maddy Ruehl] Attack error by Masha Kolesnikova.,,
12,10,3,Bard,2015,BARD,[Zoe Morgan-Weinman] Service ace (Alexandra Good).,,
13,10,3,Bard,2015,BARD,[Zoe Morgan-Weinman] Kill by Cristina Deschaine (from Katie Kull).,,
13,11,3,Bard,2015,SLU15,[Rachel Pineda] Attack error by Masha Kolesnikova.,,
13,12,3,Bard,2015,BARD,[Tytravia Riley] Attack error by Katie Kull.,,
14,12,3,Bard,2015,BARD,[Tytravia Riley] Attack error by Alexis Akingbade.,,
15,12,3,Bard,2015,SLU15,[Masha Kolesnikova] Kill by Cristina Deschaine (from Katie Kull).,,
16,12,3,Bard,2015,SLU15,[Masha Kolesnikova] Kill by Katie Kull (from Mariah Dignan).,,
16,13,3,Bard,2015,SLU15,[Masha Kolesnikova] Attack error by Lexi Brown (block by Alexis Akingbade).,,
17,13,3,Bard,2015,BARD,[Julia Berry] Attack error by Victoria Chou.,,
17,14,3,Bard,2015,SLU15,[Mariah Dignan] Service error.,,
18,14,3,Bard,2015,BARD,[Philippine Alba] Service error.,,
19,14,3,Bard,2015,SLU15,[Katie Kull] Kill by Lexi Brown.,,
20,14,3,Bard,2015,SLU15,[Katie Kull] Service ace (Julia Berry).,,
21,14,3,Bard,2015,SLU15,[Katie Kull] Attack error by Sofia Koukia.,,
22,14,3,Bard,2015,SLU15,[Katie Kull] Kill by Lexi Brown (from Maddy Ruehl).,,
23,14,3,Bard,2015,SLU15,[Katie Kull] Kill by Marisa Turner (from Katie Kull).,,
24,14,3,Bard,2015,SLU15,[Katie Kull] Kill by Maddy Ruehl (from Katie Kull).,,
24,15,3,Bard,2015,SLU15,[Katie Kull] Attack error by Mariah Dignan.,,
25,15,3,Bard,2015,BARD,[Victoria Chou] Kill by Maddy Ruehl (from Katie Kull).,,
0,1,4,Bard,2015,BARD,[Philippine Alba] Kill by Tytravia Riley (from Victoria Chou).,,
0,2,4,Bard,2015,BARD,[Philippine Alba] Kill by Sofia Koukia (from Victoria Chou).,,
0,3,4,Bard,2015,BARD,[Philippine Alba] Service ace (Marisa Turner).,,
1,3,4,Bard,2015,BARD,[Philippine Alba] Kill by Marisa Turner (from Alexandra Good).,,
2,3,4,Bard,2015,BARD,[Kristen Westerduin] Kill by Masha Kolesnikova.,,
2,4,4,Bard,2015,SLU15,[Marisa Turner] Service error.,,
3,4,4,Bard,2015,BARD,[Victoria Chou] Attack error by Sofia Koukia.,,
3,5,4,Bard,2015,SLU15,[Maddy Ruehl] Kill by Sofia Koukia.,,
4,5,4,Bard,2015,BARD,[Sofia Koukia] Service error.,,
5,5,4,Bard,2015,SLU15,[Rachel Pineda] Attack error by Zoe Morgan-Weinman (block by Cristina Deschaine; Alexandra Good).,,
6,5,4,Bard,2015,SLU15,[Rachel Pineda] Kill by Alexandra Good (from Mariah Dignan).,,
7,5,4,Bard,2015,SLU15,[Rachel Pineda] Service ace (Zoe Morgan-Weinman).,,
8,5,4,Bard,2015,SLU15,[Rachel Pineda] Kill by Cristina Deschaine (from Alexandra Good).,,
9,5,4,Bard,2015,SLU15,[Rachel Pineda] Attack error by Tytravia Riley.,,
10,5,4,Bard,2015,SLU15,[Rachel Pineda] Service ace (Tytravia Riley).,,
11,5,4,Bard,2015,SLU15,[Rachel Pineda] Service ace (Zoe Morgan-Weinman).,,
12,5,4,Bard,2015,SLU15,[Rachel Pineda] Attack error by Sofia Koukia.,,
12,6,4,Bard,2015,SLU15,[Rachel Pineda] Service error.,,
13,6,4,Bard,2015,BARD,[Philippine Alba] Kill by Marisa Turner.,,
13,7,4,Bard,2015,SLU15,[Masha Kolesnikova] Kill by Tytravia Riley (from Victoria Chou).,,
13,8,4,Bard,2015,BARD,[Tytravia Riley] Service ace (Masha Kolesnikova).,,
14,8,4,Bard,2015,BARD,[Tytravia Riley] Service error.,,
15,8,4,Bard,2015,SLU15,[Mariah Dignan] Kill by Marisa Turner (from Alexandra Good).,,
16,8,4,Bard,2015,SLU15,[Kelly Dillon] Service ace (Daniella Azulai).,,
17,8,4,Bard,2015,SLU15,[Kelly Dillon] Service ace (Daniella Azulai).,,
17,9,4,Bard,2015,SLU15,[Kelly Dillon] Kill by Alexis Akingbade (from Victoria Chou).,,
18,9,4,Bard,2015,BARD,[Julia Berry] Kill by Maddy Ruehl (from Alexandra Good).,,
19,9,4,Bard,2015,SLU15,[Alexandra Good] Attack error by Sofia Koukia.,,
20,9,4,Bard,2015,SLU15,[Alexandra Good] Attack error by Victoria Chou (block by Lexi Brown).,,
20,10,4,Bard,2015,SLU15,[Alexandra Good] Kill by Sofia Koukia (from Victoria Chou).,,
21,10,4,Bard,2015,BARD,[Alexis Akingbade] Service error.,,
21,11,4,Bard,2015,SLU15,[Marisa Turner] Kill by Sofia Koukia (from Victoria Chou).,,
21,12,4,Bard,2015,BARD,[Victoria Chou] Service ace (Lexi Brown).,,
22,12,4,Bard,2015,BARD,[Victoria Chou] Kill by Maddy Ruehl (from Alexandra Good).,,
23,12,4,Bard,2015,SLU15,[Maddy Ruehl] Attack error by Sofia Koukia (block by Grace Kelly; Cristina Deschaine).,,
24,12,4,Bard,2015,SLU15,[Maddy Ruehl] Attack error by Victoria Chou.,,
25,12,4,Bard,2015,SLU15,[Maddy Ruehl] Attack error by Sofia Koukia.,,
0,1,1,Skidmore,2015,SLU,[Katie Kull] Kill by Brittany Osborn (from Sam Abrams).,,
0,2,1,Skidmore,2015,SKIDMORE,[Ang McPartlin] Attack error by Lexi Brown.,,
1,2,1,Skidmore,2015,SKIDMORE,[Ang McPartlin] Kill by Maddy Ruehl (from Katie Kull).,,
1,3,1,Skidmore,2015,SLU,[Marisa Turner] Kill by Caite Canfield (from Caitlyn Sprinkle).,,
1,4,1,Skidmore,2015,SKIDMORE,[Bailey Hutchins] Attack error by Masha Kolesnikova.,,
1,5,1,Skidmore,2015,SKIDMORE,[Bailey Hutchins] Attack error by Maddy Ruehl.,,
2,5,1,Skidmore,2015,SKIDMORE,[Bailey Hutchins] Service error.,,
2,6,1,Skidmore,2015,SLU,[Maddy Ruehl] Kill by Caite Canfield (from Bailey Hutchins).,,
2,7,1,Skidmore,2015,SKIDMORE,[Caite Canfield] Service ace (Alexandra Good).,,
2,8,1,Skidmore,2015,SKIDMORE,[Caite Canfield] Attack error by Masha Kolesnikova.,,
2,9,1,Skidmore,2015,SKIDMORE,[Caite Canfield] Attack error by Masha Kolesnikova.,,
3,9,1,Skidmore,2015,SKIDMORE,[Caite Canfield] Kill by Cristina Deschaine (from Katie Kull).,,
4,9,1,Skidmore,2015,SLU,"[Rachel Pineda] Kill by Masha Kolesnikova (from Rachel Pineda), block error by Clara Jones.",,
4,10,1,Skidmore,2015,SLU,[Rachel Pineda] Kill by Allie Dillon (from Bailey Hutchins).,,
5,10,1,Skidmore,2015,SKIDMORE,[Marcela Familiar] Service error.,,
5,11,1,Skidmore,2015,SLU,[Masha Kolesnikova] Kill by Brittany Osborn (from Caite Canfield).,,
5,12,1,Skidmore,2015,SKIDMORE,[Sam Abrams] Attack error by Cristina Deschaine (block by Brittany Osborn; Rachel Licata).,,
5,13,1,Skidmore,2015,SKIDMORE,[Sam Abrams] Kill by Brittany Osborn (from Sam Abrams).,,
6,13,1,Skidmore,2015,SKIDMORE,[Sam Abrams] Kill by Marisa Turner (from Katie Kull).,,
7,13,1,Skidmore,2015,SLU,[Mariah Dignan] Kill by Marisa Turner (from Katie Kull).,,
7,14,1,Skidmore,2015,SLU,[Mariah Dignan] Attack error by Marisa Turner.,,
8,14,1,Skidmore,2015,SKIDMORE,[Allie Dillon] Kill by Marisa Turner (from Katie Kull).,,
9,14,1,Skidmore,2015,SLU,[Katie Kull] Kill by Lexi Brown (from Katie Kull).,,
9,15,1,Skidmore,2015,SLU,[Katie Kull] Kill by Brittany Osborn (from Sam Abrams).,,
10,15,1,Skidmore,2015,SKIDMORE,[Ang McPartlin] Service error.,,
10,16,1,Skidmore,2015,SLU,[Marisa Turner] Kill by Caite Canfield (from Sam Abrams).,,
11,16,1,Skidmore,2015,SKIDMORE,[Bailey Hutchins] Kill by Lexi Brown (from Katie Kull).,,
12,16,1,Skidmore,2015,SLU,[Maddy Ruehl] Attack error by Caite Canfield.,,
13,16,1,Skidmore,2015,SLU,[Maddy Ruehl] Attack error by Caitlyn Sprinkle (block by Lexi Brown; Cristina Deschaine).,,
14,16,1,Skidmore,2015,SLU,[Maddy Ruehl] Kill by Cristina Deschaine (from Katie Kull).,,
15,16,1,Skidmore,2015,SLU,[Maddy Ruehl] Kill by Cristina Deschaine (from Katie Kull).,,
16,16,1,Skidmore,2015,SLU,[Maddy Ruehl] Service ace (Allie Dillon).,,
16,17,1,Skidmore,2015,SLU,[Maddy Ruehl] Kill by Caitlyn Sprinkle (from Bailey Hutchins).,,
17,17,1,Skidmore,2015,SKIDMORE,[Caite Canfield] Kill by Cristina Deschaine (from Katie Kull).,,
18,17,1,Skidmore,2015,SLU,[Rachel Pineda] Attack error by Allie Dillon.,,
19,17,1,Skidmore,2015,SLU,[Rachel Pineda] Service ace (Marcela Familiar).,,
20,17,1,Skidmore,2015,SLU,[Rachel Pineda] Kill by Masha Kolesnikova (from Katie Kull).,,
21,17,1,Skidmore,2015,SLU,[Rachel Pineda] Ball handling error by Clara Jones.,,
22,17,1,Skidmore,2015,SLU,[Rachel Pineda] Kill by Cristina Deschaine (from Katie Kull).,,
22,18,1,Skidmore,2015,SLU,[Rachel Pineda] Kill by Allie Dillon (from Caitlyn Sprinkle).,,
23,18,1,Skidmore,2015,SKIDMORE,[Marcela Familiar] Kill by Masha Kolesnikova (from Katie Kull).,,
23,19,1,Skidmore,2015,SLU,[Masha Kolesnikova] Attack error by Cristina Deschaine.,,
23,20,1,Skidmore,2015,SKIDMORE,[Sam Abrams] Attack error by Cristina Deschaine.,,
23,21,1,Skidmore,2015,SKIDMORE,[Sam Abrams] Service ace (Rachel Pineda).,,
24,21,1,Skidmore,2015,SKIDMORE,[Sam Abrams] Kill by Marisa Turner (from Katie Kull).,,
